claim_text,source,link
False statement that William Ruto introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/75069
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/46266
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/50593
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/69231
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/65842
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/47330
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/56485
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/14062
Social media post states Musalia Mudavadi funds opposition campaigns.,AfricaCheck,https://africacheck.org/85987
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/92139
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/89425
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/76359
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/98071
Fake image claims Ndindi Nyoro supports unconstitutional laws.,AfricaCheck,https://africacheck.org/97293
Misinformation that David Ndii has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/72514
Rumor that David Ndii is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/50184
False statement that William Ruto introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/17443
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/71039
Misinformation that Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/51458
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/76566
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/86528
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/35869
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/11789
Social media post states Martha Karua funds opposition campaigns.,AfricaCheck,https://africacheck.org/86237
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/27025
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/34548
Misinformation that Martha Karua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/99571
Fake image claims Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/30790
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/97945
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/91666
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,AfricaCheck,https://africacheck.org/87887
Social media post states William Ruto funds opposition campaigns.,PesaCheck,https://pesacheck.org/26771
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/73871
Rumor that Raila Odinga is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/90265
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/56784
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,AfricaCheck,https://africacheck.org/69176
Viral tweet falsely claims William Ruto is stepping down from office.,PesaCheck,https://pesacheck.org/15367
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/42961
Social media post states Raila Odinga funds opposition campaigns.,AfricaCheck,https://africacheck.org/50523
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/71617
Misinformation that Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/24126
Anonymous blog post links David Ndii to a foreign interference scandal.,PesaCheck,https://pesacheck.org/96857
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/72601
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/13888
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/30161
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/96011
Fake image claims William Ruto supports unconstitutional laws.,AfricaCheck,https://africacheck.org/48802
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/42549
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/58459
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,AfricaCheck,https://africacheck.org/16691
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/53624
Claim: Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/75328
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/38362
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/63731
Anonymous blog post links Martha Karua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/44452
Claim: Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/78098
Social media post states Uhuru Kenyatta funds opposition campaigns.,AfricaCheck,https://africacheck.org/84129
Viral tweet falsely claims Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/83768
Viral tweet falsely claims William Ruto is stepping down from office.,PesaCheck,https://pesacheck.org/29617
Anonymous blog post links William Ruto to a foreign interference scandal.,AfricaCheck,https://africacheck.org/59089
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/23655
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,PesaCheck,https://pesacheck.org/66579
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/54664
Viral tweet falsely claims Raila Odinga is stepping down from office.,PesaCheck,https://pesacheck.org/17316
Anonymous blog post links Martha Karua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/43141
Anonymous blog post links Musalia Mudavadi to a foreign interference scandal.,PesaCheck,https://pesacheck.org/69912
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/31442
Claim circulating that Raila Odinga cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/19684
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/99949
Anonymous blog post links Martha Karua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/88154
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/95039
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/10320
Social media post states Kalonzo Musyoka funds opposition campaigns.,PesaCheck,https://pesacheck.org/72964
Viral tweet falsely claims Raila Odinga is stepping down from office.,PesaCheck,https://pesacheck.org/64775
Claim: William Ruto has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/29047
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/68257
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/17096
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/74355
Hoax report says David Ndii rejected the election results.,AfricaCheck,https://africacheck.org/31825
Viral tweet falsely claims David Ndii is stepping down from office.,PesaCheck,https://pesacheck.org/62458
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/96538
Claim: David Ndii has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/31942
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/48159
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/57929
Anonymous blog post links David Ndii to a foreign interference scandal.,AfricaCheck,https://africacheck.org/28003
False statement that Musalia Mudavadi introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/11722
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/94768
Rumor that Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/30398
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/57420
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/82104
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/74856
Hoax report says David Ndii rejected the election results.,AfricaCheck,https://africacheck.org/11847
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/64601
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/70050
Claim circulating that William Ruto cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/28648
Hoax report says Rigathi Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/30074
Rumor that David Ndii is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/62282
Claim: David Ndii has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/77193
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/94397
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/67350
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/35673
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/14361
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/81139
Claim: David Ndii has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/19734
Claim circulating that Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/71859
Fake image claims Rigathi Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/28919
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,PesaCheck,https://pesacheck.org/26149
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/82960
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/98113
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/12360
Anonymous blog post links Raila Odinga to a foreign interference scandal.,PesaCheck,https://pesacheck.org/90845
Rumor that David Ndii is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/78458
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/71771
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/73687
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/15165
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/17184
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/47353
Social media post states Martha Karua funds opposition campaigns.,AfricaCheck,https://africacheck.org/81823
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/88263
False statement that Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/94949
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/97777
Fake image claims William Ruto supports unconstitutional laws.,PesaCheck,https://pesacheck.org/22004
Anonymous blog post links William Ruto to a foreign interference scandal.,PesaCheck,https://pesacheck.org/16716
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/75059
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/33148
Fake image claims William Ruto supports unconstitutional laws.,PesaCheck,https://pesacheck.org/29476
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/31426
Anonymous blog post links Martha Karua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/14295
Claim: Raila Odinga has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/91278
Fake image claims Ndindi Nyoro supports unconstitutional laws.,AfricaCheck,https://africacheck.org/45262
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/88531
Fake image claims Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/50531
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/29837
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/97680
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/20928
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/55773
False statement that Martha Karua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/15157
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/41241
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,PesaCheck,https://pesacheck.org/68214
Claim circulating that Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/59718
Misinformation that David Ndii has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/10628
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/75064
False statement that Raila Odinga introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/88474
Fake image claims William Ruto supports unconstitutional laws.,AfricaCheck,https://africacheck.org/90658
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/46049
Anonymous blog post links Musalia Mudavadi to a foreign interference scandal.,PesaCheck,https://pesacheck.org/77568
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/75970
Viral tweet falsely claims Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/15915
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/44803
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/37407
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/41914
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/87484
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/21865
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/19282
Rumor that David Ndii is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/98791
Hoax report says Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/88178
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/41819
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,AfricaCheck,https://africacheck.org/25438
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/96386
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/79713
Claim: William Ruto has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/29372
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/55372
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/11134
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,AfricaCheck,https://africacheck.org/81650
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/81835
Anonymous blog post links Raila Odinga to a foreign interference scandal.,PesaCheck,https://pesacheck.org/18419
False statement that Musalia Mudavadi introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/89803
Rumor that David Ndii is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/49983
Claim: Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/32872
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/23591
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/99416
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,PesaCheck,https://pesacheck.org/44373
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/34007
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/45576
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,PesaCheck,https://pesacheck.org/65551
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/87290
Hoax report says David Ndii rejected the election results.,AfricaCheck,https://africacheck.org/71687
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/53173
Rumor that David Ndii is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/48654
Social media post states Raila Odinga funds opposition campaigns.,AfricaCheck,https://africacheck.org/10559
Anonymous blog post links Raila Odinga to a foreign interference scandal.,PesaCheck,https://pesacheck.org/86184
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/53030
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/69464
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/42921
Social media post states Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/24533
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/48614
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,PesaCheck,https://pesacheck.org/65303
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/19162
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/27839
Social media post states Uhuru Kenyatta funds opposition campaigns.,PesaCheck,https://pesacheck.org/70992
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/90385
Hoax report says Musalia Mudavadi rejected the election results.,PesaCheck,https://pesacheck.org/51428
Misinformation that Martha Karua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/14603
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,AfricaCheck,https://africacheck.org/93317
Social media post states Musalia Mudavadi funds opposition campaigns.,PesaCheck,https://pesacheck.org/16928
False statement that Martha Karua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/95271
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/93327
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/69843
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/18208
Viral tweet falsely claims Raila Odinga is stepping down from office.,PesaCheck,https://pesacheck.org/37486
Claim: David Ndii has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/81372
Hoax report says Uhuru Kenyatta rejected the election results.,AfricaCheck,https://africacheck.org/80724
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/20167
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/91603
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/59375
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/52743
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/31659
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/54379
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/96870
Hoax report says David Ndii rejected the election results.,AfricaCheck,https://africacheck.org/66726
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/90406
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/33016
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/79810
False statement that Musalia Mudavadi introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/53035
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/20386
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/21949
Social media post states Uhuru Kenyatta funds opposition campaigns.,PesaCheck,https://pesacheck.org/12198
Claim circulating that Martha Karua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/78544
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/68001
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/27849
Hoax report says Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/34399
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,AfricaCheck,https://africacheck.org/59639
Social media post states William Ruto funds opposition campaigns.,PesaCheck,https://pesacheck.org/10824
False statement that David Ndii introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/83536
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/20484
Claim circulating that William Ruto cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/97272
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/44859
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,AfricaCheck,https://africacheck.org/41813
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/35280
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/94451
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/53331
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/86547
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/26492
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/32310
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/12968
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/15473
Fake image claims Uhuru Kenyatta supports unconstitutional laws.,AfricaCheck,https://africacheck.org/54269
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/85870
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/48426
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/72478
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/57144
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/62393
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/54993
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/48931
Hoax report says Musalia Mudavadi rejected the election results.,AfricaCheck,https://africacheck.org/97966
False statement that Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/37161
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/31369
Hoax report says Musalia Mudavadi rejected the election results.,AfricaCheck,https://africacheck.org/56170
False statement that David Ndii introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/13802
Claim circulating that William Ruto cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/41346
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/86373
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/65279
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/64077
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/37043
Misinformation that William Ruto has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/16186
Social media post states Martha Karua funds opposition campaigns.,PesaCheck,https://pesacheck.org/25378
Hoax report says Martha Karua rejected the election results.,AfricaCheck,https://africacheck.org/21942
Viral tweet falsely claims Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/42473
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/52004
Misinformation that David Ndii has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/80888
Misinformation that William Ruto has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/38633
False statement that Martha Karua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/35916
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/12775
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/31718
False statement that David Ndii introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/51781
Fake image claims Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/96514
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/86200
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/54646
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/58214
Fake image claims William Ruto supports unconstitutional laws.,AfricaCheck,https://africacheck.org/95005
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/83812
False statement that Raila Odinga introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/49369
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/19739
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/31030
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/28797
False statement that William Ruto introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/19739
Fake image claims Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/18795
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/49238
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/48777
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,PesaCheck,https://pesacheck.org/36805
Viral tweet falsely claims William Ruto is stepping down from office.,AfricaCheck,https://africacheck.org/92663
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/70716
Claim: Martha Karua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/49345
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/99548
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/32089
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/32658
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/40612
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/21829
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/57408
Fake image claims Uhuru Kenyatta supports unconstitutional laws.,AfricaCheck,https://africacheck.org/84930
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/13527
False statement that Musalia Mudavadi introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/21605
Social media post states Uhuru Kenyatta funds opposition campaigns.,PesaCheck,https://pesacheck.org/52587
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/21317
Anonymous blog post links David Ndii to a foreign interference scandal.,PesaCheck,https://pesacheck.org/24922
Rumor that Martha Karua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/44339
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/18999
